Name,Symbol,InstrumentType,Side,Action,PositionIntent,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
VET,VET,EQUITY,BUY,BUY,,FILLED,500.0,500.0,@12.93,12.93,DAY,2026-04-13T20:04:02.790Z,2026-04-13T20:04:02.827Z
USO260618C00135000,USO260618C00135000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@12.5,12.5,DAY,2026-04-13T19:57:59.964Z,2026-04-13T19:57:59.997Z
MU260515P00340000,MU260515P00340000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@7.1,7.31,DAY,2026-04-13T19:22:03.529Z,2026-04-13T19:22:03.663Z
SLV260630C00068000,SLV260630C00068000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@7.0,7.05,DAY,2026-04-13T17:27:30.755Z,2026-04-13T17:27:30.796Z
SLV260630C00068000,SLV260630C00068000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@7.0,7.0,DAY,2026-04-13T17:09:50.566Z,2026-04-13T17:09:50.607Z
MU260515P00340000,MU260515P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@9.0,9.0,DAY,2026-04-13T14:03:39.700Z,2026-04-13T14:03:39.745Z
GRAL,GRAL,EQUITY,BUY,BUY,,FILLED,100.0,100.0,@46.94,46.87,DAY,2026-04-13T13:51:56.974Z,2026-04-13T13:51:57.042Z
MU260515P00340000,MU260515P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@9.0,9.0,DAY,2026-04-13T13:51:47.975Z,2026-04-13T13:51:48.688Z
COIN260515P00150000,COIN260515P00150000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@6.8,6.8,DAY,2026-04-13T13:50:04.089Z,2026-04-13T13:50:04.170Z
MU260515P00340000,MU260515P00340000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@8.9,9.01,DAY,2026-04-13T13:49:58.137Z,2026-04-13T13:49:58.222Z
MU260515P00340000,MU260515P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@9.55,9.55,DAY,2026-04-13T13:45:59.892Z,2026-04-13T13:46:05.134Z
ORCL260515P00140000,ORCL260515P00140000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@7.5,7.6,DAY,2026-04-13T13:42:57.364Z,2026-04-13T13:42:57.531Z
ORCL260515P00140000,ORCL260515P00140000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@7.5,7.9,DAY,2026-04-13T13:42:19.923Z,2026-04-13T13:42:20.087Z
MU260515P00340000,MU260515P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@9.45,9.2,DAY,2026-04-13T13:42:08.994Z,2026-04-13T13:42:09.087Z
VET,VET,EQUITY,BUY,BUY,,FILLED,500.0,500.0,,12.84,DAY,2026-04-13T13:32:36.403Z,2026-04-13T13:32:46.417Z
INTC260417P00039000,INTC260417P00039000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,30.0,30.0,@0.01,0.01,DAY,2026-04-13T13:32:04.371Z,2026-04-13T13:32:05.189Z
EWJ260417P00080000,EWJ260417P00080000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,10.0,@0.45,,DAY,2026-04-13T13:31:44.576Z,
YINN260417C00036000,YINN260417C00036000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,15.0,15.0,@0.1,0.18,DAY,2026-04-13T13:31:29.084Z,2026-04-13T13:31:29.236Z
GOOG260417P00300000,GOOG260417P00300000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,8.0,8.0,@0.75,0.7,DAY,2026-04-13T13:31:24.451Z,2026-04-13T13:31:24.487Z
SPY260410P00676000,SPY260410P00676000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,10.0,10.0,@0.03,0.03,DAY,2026-04-10T19:49:17.211Z,2026-04-10T19:49:17.245Z
YINN260417C00036000,YINN260417C00036000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@0.3,0.32,DAY,2026-04-10T19:33:00.342Z,2026-04-10T19:33:11.174Z
YINN260417C00036000,YINN260417C00036000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,20.0,20.0,@0.38,0.36,DAY,2026-04-10T19:19:38.752Z,2026-04-10T19:19:38.788Z
SPY260410P00676000,SPY260410P00676000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,9.0,9.0,@0.04,0.04,DAY,2026-04-10T19:10:56.532Z,2026-04-10T19:10:56.591Z
SPY260410P00676000,SPY260410P00676000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@0.04,0.04,DAY,2026-04-10T19:10:42.794Z,2026-04-10T19:10:42.830Z
MU260515P00340000,MU260515P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@8.8,8.79,DAY,2026-04-10T15:44:35.157Z,2026-04-10T15:44:35.289Z
MU260515P00340000,MU260515P00340000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@8.15,8.3,DAY,2026-04-10T14:33:36.061Z,2026-04-10T14:33:36.290Z
COIN260515P00150000,COIN260515P00150000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@8.65,8.65,DAY,2026-04-10T13:42:42.542Z,2026-04-10T13:43:13.160Z
PANW260618P00150000,PANW260618P00150000,OPTION,BUY,BTO,BUY_TO_OPEN,CANCELLED,0.0,2.0,@7.75,,DAY,2026-04-10T13:41:24.096Z,
GRAL,GRAL,EQUITY,SHORT,SHORT,,FILLED,100.0,100.0,@45.68,45.68,DAY,2026-04-10T13:32:58.713Z,2026-04-10T13:32:58.753Z
ORCL260515P00140000,ORCL260515P00140000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@9.4,9.4,DAY,2026-04-09T16:37:53.286Z,2026-04-09T16:37:53.334Z
MSFT260515P00355000,MSFT260515P00355000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@9.15,9.15,DAY,2026-04-09T16:37:10.201Z,2026-04-09T16:38:03.313Z
ORCL260515P00140000,ORCL260515P00140000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@8.55,8.55,DAY,2026-04-09T16:08:45.167Z,2026-04-09T16:08:58.903Z
VET260515C00012500,VET260515C00012500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,15.0,15.0,@0.85,0.85,DAY,2026-04-09T16:08:23.930Z,2026-04-09T16:08:28.907Z
ORCL260515P00140000,ORCL260515P00140000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@9.35,9.35,DAY,2026-04-09T15:00:26.298Z,2026-04-09T15:00:26.344Z
MU260515P00340000,MU260515P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@11.65,11.65,DAY,2026-04-09T14:30:39.853Z,2026-04-09T14:30:43.216Z
MSFT260515P00355000,MSFT260515P00355000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@10.65,10.65,DAY,2026-04-09T13:56:08.797Z,2026-04-09T13:56:08.834Z
MU260515P00340000,MU260515P00340000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@9.8,9.8,DAY,2026-04-09T13:32:16.181Z,2026-04-09T13:32:16.228Z
MU260515P00340000,MU260515P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@10.8,10.8,DAY,2026-04-08T19:55:56.733Z,2026-04-08T19:56:07.169Z
QQQ260408C00609000,QQQ260408C00609000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@0.46,0.47,DAY,2026-04-08T14:18:41.079Z,2026-04-08T14:18:41.114Z
MU260515P00340000,MU260515P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@10.7,10.57,DAY,2026-04-08T14:10:42.962Z,2026-04-08T14:10:43.096Z
QQQ260408C00609000,QQQ260408C00609000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@1.08,1.08,DAY,2026-04-08T13:50:12.551Z,2026-04-08T13:50:16.713Z
UAL260515C00110000,UAL260515C00110000,OPTION,BUY,BTO,BUY_TO_OPEN,CANCELLED,0.0,2.0,@4.15,,DAY,2026-04-08T13:36:38.768Z,
EWJ260515P00080000,EWJ260515P00080000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,7.0,7.0,@0.7,0.78,DAY,2026-04-08T13:32:09.446Z,2026-04-08T13:32:09.586Z
MU260515P00300000,MU260515P00300000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@3.9,3.9,DAY,2026-04-08T13:31:20.299Z,2026-04-08T13:31:20.341Z
MU260515P00280000,MU260515P00280000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@2.5,2.5,DAY,2026-04-08T13:31:08.239Z,2026-04-08T13:31:08.379Z
USO261016C00175000,USO261016C00175000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@6.8,6.8,DAY,2026-04-08T13:30:41.685Z,2026-04-08T13:30:41.730Z
NVDA260515P00200000,NVDA260515P00200000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@16.15,16.77,DAY,2026-04-08T13:30:19.859Z,2026-04-08T13:30:20.182Z
INTC260618P00055000,INTC260618P00055000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@5.5,6.0,DAY,2026-04-08T13:30:12.548Z,2026-04-08T13:30:12.713Z
EWY,EWY,EQUITY,SELL,SELL,,FILLED,100.0,100.0,@139.0,139.0,DAY,2026-04-08T11:31:41.378Z,2026-04-08T11:31:52.518Z
WLAC,WLAC,EQUITY,BUY,BUY,,FILLED,1200.0,1200.0,@10.8,10.8,DAY,2026-04-07T23:40:09.621Z,2026-04-07T23:40:09.664Z
EWY,EWY,EQUITY,BUY,BUY,,FILLED,100.0,100.0,@136.5,136.28,DAY,2026-04-07T23:27:08.826Z,2026-04-07T23:27:08.949Z
VET,VET,EQUITY,SELL,SELL,,FILLED,1000.0,1000.0,@13.0,13.2,DAY,2026-04-07T22:44:20.339Z,2026-04-07T22:44:20.378Z
SCO,SCO,EQUITY,BUY,BUY,,FILLED,1000.0,1000.0,@8.28,8.28,DAY,2026-04-07T22:39:03.357Z,2026-04-07T22:39:03.394Z
CTSH,CTSH,EQUITY,BUY,BUY,,FILLED,100.0,100.0,@61.86,61.86,DAY,2026-04-07T22:38:52.758Z,2026-04-07T23:50:16.400Z
NVDA260515P00200000,NVDA260515P00200000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@22.95,22.95,DAY,2026-04-07T19:57:32.752Z,2026-04-07T19:57:33.076Z
NVDA260515P00200000,NVDA260515P00200000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@23.3,23.37,DAY,2026-04-07T19:54:39.587Z,2026-04-07T19:54:39.721Z
UAL260417P00085000,UAL260417P00085000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@2.51,2.51,DAY,2026-04-07T19:49:44.580Z,2026-04-07T19:49:44.622Z
WEAT,WEAT,EQUITY,SELL,SELL,,FILLED,300.0,300.0,@22.89,22.89,DAY,2026-04-07T19:15:36.552Z,2026-04-07T19:15:36.620Z
VET260515C00020000,VET260515C00020000,OPTION,BUY,BTO,BUY_TO_OPEN,CANCELLED,0.0,10.0,@0.05,,DAY,2026-04-07T18:54:11.003Z,
VET260515C00012500,VET260515C00012500,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@2.05,2.05,DAY,2026-04-07T18:51:28.344Z,2026-04-07T18:51:43.540Z
EWJ260417P00080000,EWJ260417P00080000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@0.85,0.84,DAY,2026-04-07T18:50:57.069Z,2026-04-07T18:51:09.961Z
UAL260417P00085000,UAL260417P00085000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@3.3,3.01,DAY,2026-04-07T13:40:41.073Z,2026-04-07T13:40:41.209Z
MU260515P00280000,MU260515P00280000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@5.1,5.1,DAY,2026-04-07T13:30:52.040Z,2026-04-07T13:30:52.183Z
VET260515C00012500,VET260515C00012500,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,8.0,8.0,@1.8,1.7,DAY,2026-04-06T17:42:32.210Z,2026-04-06T17:46:03.243Z
USO261016C00175000,USO261016C00175000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@16.3,16.25,DAY,2026-04-06T17:26:07.813Z,2026-04-06T17:26:25.407Z
INTC260618P00055000,INTC260618P00055000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@8.7,8.57,DAY,2026-04-06T17:07:33.189Z,2026-04-06T17:07:33.463Z
MU260515P00300000,MU260515P00300000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@7.85,7.85,DAY,2026-04-06T15:35:56.377Z,2026-04-06T15:35:56.413Z
HOOD260515P00050000,HOOD260515P00050000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,16.0,16.0,@0.91,0.91,DAY,2026-04-06T13:45:30.298Z,2026-04-06T13:45:30.548Z
MU260515P00300000,MU260515P00300000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@7.85,8.25,DAY,2026-04-06T13:45:25.123Z,2026-04-06T13:45:25.260Z
SLV260417P00061000,SLV260417P00061000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@1.33,1.33,DAY,2026-04-06T13:44:24.892Z,2026-04-06T13:44:24.933Z
VET,VET,EQUITY,BUY,BUY,,FILLED,500.0,500.0,@13.61,13.61,DAY,2026-04-06T13:35:05.929Z,2026-04-06T13:35:05.966Z
VET,VET,EQUITY,BUY,BUY,,FILLED,500.0,500.0,,13.61,DAY,2026-04-06T13:33:16.232Z,2026-04-06T13:34:20.321Z
WEAT,WEAT,EQUITY,SELL,SELL,,FILLED,600.0,600.0,@22.7,22.7,DAY,2026-04-06T13:32:59.779Z,2026-04-06T13:32:59.837Z
INTC260417P00039000,INTC260417P00039000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,15.0,15.0,@0.16,0.16,DAY,2026-04-02T19:40:33.249Z,2026-04-02T19:40:33.356Z
EWJ260515P00080000,EWJ260515P00080000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,4.0,4.0,@1.9,1.9,DAY,2026-04-02T18:24:26.279Z,2026-04-02T18:33:04.814Z
EWJ260515P00080000,EWJ260515P00080000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@1.9,1.9,DAY,2026-04-02T17:59:04.991Z,2026-04-02T17:59:05.053Z
WEAT,WEAT,EQUITY,SELL,SELL,,FILLED,100.0,100.0,@22.95,22.95,DAY,2026-04-02T17:58:19.759Z,2026-04-02T17:58:26.147Z
VET260515C00012500,VET260515C00012500,OPTION,BUY,BTO,BUY_TO_OPEN,CANCELLED,0.0,5.0,@1.45,,DAY,2026-04-02T17:53:05.867Z,
WEAT,WEAT,EQUITY,BUY,BUY,,FILLED,500.0,500.0,@22.88,22.88,DAY,2026-04-02T15:56:50.818Z,2026-04-02T15:56:50.893Z
QQQ260402P00579000,QQQ260402P00579000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@0.84,0.84,DAY,2026-04-02T15:33:54.629Z,2026-04-02T15:33:58.300Z
QQQ260402P00579000,QQQ260402P00579000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@1.51,1.5,DAY,2026-04-02T14:51:00.602Z,2026-04-02T14:51:00.746Z
QQQ260402C00580000,QQQ260402C00580000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@1.54,1.58,DAY,2026-04-02T14:25:20.849Z,2026-04-02T14:25:28.984Z
QQQ260402C00580000,QQQ260402C00580000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@1.95,1.91,DAY,2026-04-02T14:22:07.723Z,2026-04-02T14:22:07.867Z
QQQ260402C00580000,QQQ260402C00580000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@1.82,1.92,DAY,2026-04-02T14:18:21.279Z,2026-04-02T14:18:21.549Z
QQQ260402C00580000,QQQ260402C00580000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@1.14,1.14,DAY,2026-04-02T13:59:35.488Z,2026-04-02T13:59:42.873Z
EWJ260402P00074000,EWJ260402P00074000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,30.0,@0.05,,DAY,2026-04-02T13:35:40.144Z,
QQQ260402C00588000,QQQ260402C00588000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@0.02,0.03,DAY,2026-04-02T13:35:26.639Z,2026-04-02T13:35:26.810Z
HOOD260515P00050000,HOOD260515P00050000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,4.0,4.0,@1.48,1.48,DAY,2026-04-02T13:35:09.086Z,2026-04-02T13:35:09.143Z
HOOD260515P00050000,HOOD260515P00050000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,4.0,4.0,@1.41,1.41,DAY,2026-04-02T13:34:51.051Z,2026-04-02T13:34:51.106Z
WEAT,WEAT,EQUITY,BUY,BUY,,FILLED,500.0,500.0,@23.23,23.22,DAY,2026-04-02T13:33:40.898Z,2026-04-02T13:33:40.940Z
HOOD260515P00050000,HOOD260515P00050000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,8.0,8.0,@1.36,1.36,DAY,2026-04-02T13:31:04.170Z,2026-04-02T13:31:19.125Z
SLV260417P00061000,SLV260417P00061000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@2.65,2.65,DAY,2026-04-02T13:30:21.732Z,2026-04-02T13:30:21.810Z
SCO,SCO,EQUITY,SHORT,SHORT,,FILLED,1000.0,1000.0,@7.95,7.96,DAY,2026-04-02T13:25:53.100Z,2026-04-02T13:25:53.136Z
NVDA260417P00145000,NVDA260417P00145000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,30.0,30.0,@0.3,0.29,DAY,2026-04-01T19:59:30.846Z,2026-04-01T19:59:30.899Z
QQQ260402C00588000,QQQ260402C00588000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@1.99,1.96,DAY,2026-04-01T19:53:59.830Z,2026-04-01T19:53:59.971Z
MU260515P00300000,MU260515P00300000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@9.6,9.6,DAY,2026-04-01T18:04:57.077Z,2026-04-01T18:05:03.482Z
MU260515P00300000,MU260515P00300000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@8.85,8.85,DAY,2026-04-01T17:19:31.210Z,2026-04-01T17:19:47.142Z
WEAT,WEAT,EQUITY,SELL,SELL,,FILLED,400.0,400.0,,22.82,DAY,2026-04-01T14:44:14.593Z,2026-04-01T14:44:25.213Z
MU260515P00300000,MU260515P00300000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@10.5,10.31,DAY,2026-04-01T14:33:13.318Z,2026-04-01T14:33:13.458Z
QQQ260401P00578000,QQQ260401P00578000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@0.87,0.87,DAY,2026-04-01T13:58:47.203Z,2026-04-01T13:58:48.440Z
QQQ260401P00578000,QQQ260401P00578000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@1.0,0.97,DAY,2026-04-01T13:47:16.679Z,2026-04-01T13:47:16.824Z
MU260402C00372500,MU260402C00372500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@1.55,1.55,DAY,2026-04-01T13:43:44.442Z,2026-04-01T13:44:02.451Z
EWY260515P00110000,EWY260515P00110000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,4.0,4.0,@4.4,4.4,DAY,2026-04-01T13:40:58.752Z,2026-04-01T13:40:58.804Z
EWY260424P00110000,EWY260424P00110000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@2.5,2.5,DAY,2026-04-01T13:40:49.621Z,2026-04-01T13:41:10.332Z
MU260402C00372500,MU260402C00372500,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@2.04,2.04,DAY,2026-04-01T13:32:22.060Z,2026-04-01T13:32:22.110Z
MU260402C00350000,MU260402C00350000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@3.35,3.35,DAY,2026-03-31T19:54:23.203Z,2026-03-31T19:54:31.432Z
QQQ260417C00575000,QQQ260417C00575000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@12.93,12.95,DAY,2026-03-31T17:54:20.099Z,2026-03-31T17:54:20.237Z
AAOI260515P00055000,AAOI260515P00055000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@4.3,4.3,DAY,2026-03-31T16:52:04.880Z,2026-03-31T16:52:04.923Z
HOOD260417P00060000,HOOD260417P00060000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,15.0,15.0,@1.3,1.3,DAY,2026-03-31T16:51:44.804Z,2026-03-31T16:51:51.093Z
CTSH260515P00060000,CTSH260515P00060000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@3.0,3.04,DAY,2026-03-31T16:51:36.852Z,2026-03-31T16:52:26.333Z
MU260402C00350000,MU260402C00350000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@2.45,2.39,DAY,2026-03-31T16:47:55.318Z,2026-03-31T16:47:55.484Z
GLD260417C00430000,GLD260417C00430000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@10.9,10.9,DAY,2026-03-31T16:34:46.608Z,2026-03-31T16:34:56.095Z
GLD260417C00430000,GLD260417C00430000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@11.25,11.09,DAY,2026-03-31T15:46:14.124Z,2026-03-31T15:46:14.266Z
QQQ260331C00566000,QQQ260331C00566000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@2.71,2.71,DAY,2026-03-31T15:38:32.888Z,2026-03-31T15:38:34.986Z
INTC260417P00039000,INTC260417P00039000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,15.0,15.0,@0.98,0.95,DAY,2026-03-31T15:38:14.183Z,2026-03-31T15:38:14.219Z
VET260515C00012500,VET260515C00012500,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,4.0,4.0,@2.35,2.25,DAY,2026-03-31T14:32:49.401Z,2026-03-31T14:32:49.453Z
VET260515C00020000,VET260515C00020000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,30.0,30.0,@0.2,0.16,DAY,2026-03-31T14:32:40.368Z,2026-03-31T14:33:00.837Z
UAL260515P00080000,UAL260515P00080000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,4.0,4.0,@4.9,4.9,DAY,2026-03-31T14:00:41.880Z,2026-03-31T14:00:48.400Z
UAL260515P00080000,UAL260515P00080000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,4.0,@5.2,,DAY,2026-03-31T13:46:52.270Z,
COIN260417P00175000,COIN260417P00175000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@16.85,16.85,DAY,2026-03-31T13:42:52.750Z,2026-03-31T13:42:52.810Z
NVDA260417P00145000,NVDA260417P00145000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,20.0,20.0,@0.63,0.64,DAY,2026-03-31T13:42:26.784Z,2026-03-31T13:42:26.944Z
TSEM260417P00125000,TSEM260417P00125000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@1.15,1.15,DAY,2026-03-31T13:40:27.938Z,2026-03-31T13:40:50.431Z
INTC260402P00040500,INTC260402P00040500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,10.0,10.0,@0.42,0.46,DAY,2026-03-31T13:40:12.512Z,2026-03-31T13:40:12.664Z
MU260515P00290000,MU260515P00290000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@16.6,16.6,DAY,2026-03-31T13:35:18.902Z,2026-03-31T13:35:18.990Z
QQQ260417C00575000,QQQ260417C00575000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@8.87,8.81,DAY,2026-03-31T13:33:45.060Z,2026-03-31T13:33:45.253Z
QQQ260331C00566000,QQQ260331C00566000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@2.27,2.18,DAY,2026-03-31T13:31:24.457Z,2026-03-31T13:31:39.199Z
MU260515P00260000,MU260515P00260000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@9.15,9.15,DAY,2026-03-31T13:30:17.488Z,2026-03-31T13:30:17.527Z
BE,BE,EQUITY,BUY,BUY,,FILLED,45.0,45.0,@122.0,121.98,DAY,2026-03-31T13:21:47.872Z,2026-03-31T13:21:48.002Z
UAL260515P00080000,UAL260515P00080000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,4.0,4.0,@6.05,6.2,DAY,2026-03-30T19:12:55.064Z,2026-03-30T19:12:55.194Z
NVDA260417P00145000,NVDA260417P00145000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,20.0,20.0,@1.23,1.24,DAY,2026-03-30T19:12:31.955Z,2026-03-30T19:12:32.274Z
AAOI260515P00055000,AAOI260515P00055000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@4.9,4.9,DAY,2026-03-30T15:19:20.989Z,2026-03-30T15:19:21.027Z
TSEM260417P00125000,TSEM260417P00125000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@2.5,2.57,DAY,2026-03-30T15:17:30.033Z,2026-03-30T15:17:30.173Z
UAL260515P00080000,UAL260515P00080000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,4.0,@5.5,,DAY,2026-03-30T15:07:42.514Z,
WEAT,WEAT,EQUITY,BUY,BUY,,FILLED,400.0,400.0,@23.22,23.22,DAY,2026-03-30T14:44:04.251Z,2026-03-30T14:44:04.299Z
INTC260402P00040500,INTC260402P00040500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,10.0,10.0,@0.61,0.64,DAY,2026-03-30T14:41:37.722Z,2026-03-30T14:41:37.825Z
TSEM260417P00125000,TSEM260417P00125000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,5.0,@1.65,,DAY,2026-03-30T14:15:04.411Z,
USO260417C00130000,USO260417C00130000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@9.9,9.9,DAY,2026-03-30T14:11:32.815Z,2026-03-30T14:11:38.861Z
UVXY260410C00115000,UVXY260410C00115000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,8.0,8.0,@0.59,0.59,DAY,2026-03-30T14:11:22.192Z,2026-03-30T14:11:22.229Z
